Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID,Symbol,Gender
[R.] Jaakow KaZ aus Prag,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-75'>ffb-75</a>,8.689675,50.1119,1740,,,7005293,Priesterhände,unknown
Jechiel ben Jischai Scheyer KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-254'>ffb-254</a>,8.689675,50.1119,1741,,,7005293,Priesterhände,Mann
Tewle ben Awram KaZ [Scheyer],Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-227'>ffb-227</a>,8.689675,50.1119,1743,,,7005293,Priesterhände,Mann
Leiser ben Natan Adler KaZ zum goldenen Herz,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1243'>ffb-1243</a>,8.689675,50.1119,1746,,,7005293,Priesterhände,Mann
Mordechai Glogau KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1382'>ffb-1382</a>,8.689675,50.1119,1747,,,7005293,Priesterhände,Mann
Kalman ben Meir Falk KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2584'>ffb-2584</a>,8.689675,50.1119,1759,,,7005293,Priesterhände,Mann
Mosche ben Awram Scheyer KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-250'>ffb-250</a>,8.689675,50.1119,1759,,,7005293,Priesterhände,Mann
Koppel,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1238'>ffb-1238</a>,8.689675,50.1119,1763,,,7005293,Priesterhände,Mann
Schlomo ben Schlomo Kohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1705'>ffb-1705</a>,8.689675,50.1119,1769,,,7005293,Priesterhände,Mann
Löb ben Schmuel ben Henle Schuster KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-655'>ffb-655</a>,8.689675,50.1119,1773,,,7005293,Priesterhände,Mann
Hirsch ben Schlomo Kohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1664'>ffb-1664</a>,8.689675,50.1119,1795,,,7005293,Priesterhände,Mann
[Meir] ben Kalman Falke KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1282'>ffb-1282</a>,8.689675,50.1119,1795,,,7005293,Priesterhände,Mann
[R.] Natan ben Schimon Adler KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-81'>ffb-81</a>,8.689675,50.1119,1800,,,7005293,Priesterhände,Mann
Grabmal,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-3876'>ffb-3876</a>,8.689675,50.1119,1807,,,7005293,Priesterhände,
Meir ben Mosche Schiff KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-3437'>ffb-3437</a>,8.689675,50.1119,1807,,,7005293,Priesterhände,Mann
Natan ben Michael Kohen (Natan Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-5530'>ffb-5530</a>,8.689675,50.1119,1811,,,7005293,Priesterhände,Mann
Salman ben Hirz Schiff KaZ (Salman Schiff),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-6340'>ffb-6340</a>,8.689675,50.1119,1814,,,7005293,Priesterhände,Mann
Tewle ben Natan Kohen KaZ (Tewle Kohen),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-5155'>ffb-5155</a>,8.689675,50.1119,1814,,,7005293,Priesterhände,Mann
Mosche ben Hirz Schiff KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2220'>ffb-2220</a>,8.689675,50.1119,1815,,,7005293,Priesterhände,Mann
Feis ben Feis Frank Schiff KaZ (Feis Frank),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-2102'>ffb-2102</a>,8.689675,50.1119,1816,,,7005293,Priesterhände,Mann
Selkle ben Falk KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-1261'>ffb-1261</a>,8.689675,50.1119,1818,,,7005293,Priesterhände,Mann
Mosche ben Selkle Schwarzadler KaZ,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffb-3730'>ffb-3730</a>,8.689675,50.1119,1821,,,7005293,Priesterhände,Mann
Elieser (genannt Lippmann Wolf) ben Binjamin Hakohen,Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffs-252'>ffs-252</a>,8.647792,50.124557,1833,,,7005293,Priesterhände,Mann
[...] Hakohen Ca[nthal (Löb Canthal),Frankfurt am Main,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffs-33'>ffs-33</a>,8.647792,50.124557,1895,,,7005293,Priesterhände,unknown
Menachem ben Mosche Schnadig Hakohen,Frankfurt am Main-Heddernheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffh-127'>ffh-127</a>,8.637539,50.154075,1865,,,7005293,Priesterhände,Mann
Joseph Kahn KaZ (Joseph Cahn),Frankfurt am Main-Heddernheim,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=ffh-157'>ffh-157</a>,8.637539,50.154075,1881,,,7005293,Priesterhände,Mann
Menachem ben Jekutiel Hakohen (Hermann Cain),Geldern,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e05-4'>e05-4</a>,6.332315,51.524202,1863,,,1039217,Priesterhände,Mann
Jaakow ben Naftali Hakohen (Jacob Jacob),Geldern,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e05-81'>e05-81</a>,6.332315,51.524202,1906,,,1039217,Priesterhände,Mann
Aharon ben Awraham Kohen,Gennep,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e52-7'>e52-7</a>,5.967222,51.695833,1830,,,7262133,Priesterhände,Mann
Awraham ben Mosche Elieser KaZ Hartog,Gennep,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=e52-11'>e52-11</a>,5.967222,51.695833,1856,,,7262133,Priesterhände,Mann
Manes ben Awraham KaZ (Emanuel Katz),Geseke,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gsk-4'>gsk-4</a>,8.505151,51.645134,1770,,,7012478,Priesterhände,Mann
Emanuel Rosenthal,Geseke,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gsk-25'>gsk-25</a>,8.505151,51.645134,1879,,,7012478,Priesterhände,Mann
Jehuda ben Awraham Hakohen (Levi Rosenthal),Geseke,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gsk-32'>gsk-32</a>,8.505151,51.645134,1884,,,7012478,Priesterhände,Mann
Zwi ben  Menachem [ha-Kohen] (Hermann Rosenthal),Geseke,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gsk-58'>gsk-58</a>,8.505151,51.645134,1895,,,7012478,Priesterhände,Mann
Bernhard Rosenthal,Geseke,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gsk-88'>gsk-88</a>,8.505151,51.645134,1912,,,7012478,Priesterhände,Mann
Gerschon ben Schmuel Hakohen (Gustav Kahn),Gonnesweiler,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gws-18'>gws-18</a>,7.082233,49.565654,1881,,,7185625,Priesterhände,Mann
Schmuel ben ... Hakohen (Sa[muel Ka?]hn),Gonnesweiler,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=gws-14'>gws-14</a>,7.082233,49.565654,1883,,,7185625,Priesterhände,Mann
Baruch ben Jehuda Hakohen,Haigerloch,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hgl-362'>hgl-362</a>,8.807413,48.36392,1818,,,1039436,Priesterhände,Mann
Mosche KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2541'>hha-2541</a>,9.950545,53.549373,1632,,,7012310,Priesterhände,Mann
Elijahu ben David KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3338'>hha-3338</a>,9.950545,53.549373,1653,,,7012310,Priesterhände,Mann
Awraham ben Meir KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3215'>hha-3215</a>,9.950545,53.549373,1691,,,7012310,Priesterhände,Mann
Elieser ben Awraham KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3265'>hha-3265</a>,9.950545,53.549373,1692,,,7012310,Priesterhände,Mann
David Uri ben Schimon Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2416'>hha-2416</a>,9.950545,53.549373,1695,,,7012310,Priesterhände,Mann
Elija ben Natan Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3164'>hha-3164</a>,9.950545,53.549373,1699,,,7012310,Priesterhände,Mann
Jizchak ben Schmuel Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3320'>hha-3320</a>,9.950545,53.549373,1702,,,7012310,Priesterhände,Mann
Natan ben Elijahu KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1300'>hha-1300</a>,9.950545,53.549373,1704,,,7012310,Priesterhände,Mann
Jokew ben David Tewle Schiff KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1379'>hha-1379</a>,9.950545,53.549373,1707,,,7012310,Priesterhände,Mann
Jehuda Jizchak Eisek ben Aharon Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1517'>hha-1517</a>,9.950545,53.549373,1707,,,7012310,Priesterhände,Mann
Natan ben Schmuel Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1516'>hha-1516</a>,9.950545,53.549373,1708,,,7012310,Priesterhände,Mann
Meir ben Salman Kohen Aschkenas,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2197'>hha-2197</a>,9.950545,53.549373,1712,,,7012310,Priesterhände,Mann
Chajim ben Asriel KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1494'>hha-1494</a>,9.950545,53.549373,1712,,,7012310,Priesterhände,Mann
Mosche Leser ben Asriel Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-9547'>hha-9547</a>,9.950545,53.549373,1714,,,7012310,Priesterhände,Mann
Mordechai KaZ ben Elijahu KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1337'>hha-1337</a>,9.950545,53.549373,1715,,,7012310,Priesterhände,Mann
Awraham ben Lipman KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2104'>hha-2104</a>,9.950545,53.549373,1716,,,7012310,Priesterhände,Mann
Jehuda Arie Löb ben Simcha KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1225'>hha-1225</a>,9.950545,53.549373,1718,,,7012310,Priesterhände,Mann
Chajim ben Elieser KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2138'>hha-2138</a>,9.950545,53.549373,1719,,,7012310,Priesterhände,Mann
Jizchak ben Chajim Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2136'>hha-2136</a>,9.950545,53.549373,1720,,,7012310,Priesterhände,Mann
Jissachar ben Gedalja KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2135'>hha-2135</a>,9.950545,53.549373,1722,,,7012310,Priesterhände,Mann
Hanna bat Mosche Lehr ∞ Jaakow KaZ; Mosche Jaakow ben Eli(jah) KaZ ben David KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2108'>hha-2108</a>,9.950545,53.549373,1722,,,7012310,Priesterhände,Mann Frau
Aharon Israel ben Hirsch KaZ Kowrien,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2933'>hha-2933</a>,9.950545,53.549373,1726,,,7012310,Priesterhände,Mann
Jaakow Arje Jehuda Löb ben Schmerl KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2855'>hha-2855</a>,9.950545,53.549373,1727,,,7012310,Priesterhände,Mann
Ichel ben Benet KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2901'>hha-2901</a>,9.950545,53.549373,1727,,,7012310,Priesterhände,Mann
Schmerl ben Jizchak Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3025'>hha-3025</a>,9.950545,53.549373,1727,,,7012310,Priesterhände,Mann
Issachar Ber ben Jehuda Seligman KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1238'>hha-1238</a>,9.950545,53.549373,1728,,,7012310,Priesterhände,Mann
Mosche Marim? ben Awraham KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2979'>hha-2979</a>,9.950545,53.549373,1728,,,7012310,Priesterhände,Mann
Binjamin Jehuda Seligman ben Juspa ben Ber KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1399'>hha-1399</a>,9.950545,53.549373,1729,,,7012310,Priesterhände,Mann
Mosche ben Mosche Jaakow KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1962'>hha-1962</a>,9.950545,53.549373,1735,,,7012310,Priesterhände,Mann
Issachar Berman Mosche ben Ascher KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1961'>hha-1961</a>,9.950545,53.549373,1735,,,7012310,Priesterhände,Mann
Selig ben Izek KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2748'>hha-2748</a>,9.950545,53.549373,1737,,,7012310,Priesterhände,Mann
Elijahu ben Mosche Jaakow KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3593'>hha-3593</a>,9.950545,53.549373,1737,,,7012310,Priesterhände,Mann
Schimschon ben Seligman Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2722'>hha-2722</a>,9.950545,53.549373,1738,,,7012310,Priesterhände,Mann
Juspa ben Ber Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1242'>hha-1242</a>,9.950545,53.549373,1739,,,7012310,Priesterhände,Mann
Sender Mosche ben Mosche KaZ Hildesheim,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2833'>hha-2833</a>,9.950545,53.549373,1739,,,7012310,Priesterhände,Mann
Josef Israel Schimon ben Elijahu KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2813'>hha-2813</a>,9.950545,53.549373,1739,,,7012310,Priesterhände,Mann
David ben Koppel KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1756'>hha-1756</a>,9.950545,53.549373,1739,,,7012310,Priesterhände,Mann
Mosche Friesländer ben Schlomo Schammes KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1808'>hha-1808</a>,9.950545,53.549373,1741,,,7012310,Priesterhände,Mann
Jehuda Seligman ben Jissachar Ber Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1231'>hha-1231</a>,9.950545,53.549373,1741,,,7012310,Priesterhände,Mann
Mordechai ben Berman KaZ Halle,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-685'>hha-685</a>,9.950545,53.549373,1741,,,7012310,Priesterhände,Mann
Meir ben Seligman KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2774'>hha-2774</a>,9.950545,53.549373,1742,,,7012310,Priesterhände,Mann
Mosche ben Leser Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3517'>hha-3517</a>,9.950545,53.549373,1742,,,7012310,Priesterhände,Mann
Jehoschua Falk Jaakow ben Mosche ben K(oppel) KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3539'>hha-3539</a>,9.950545,53.549373,1742,,,7012310,Priesterhände,Mann
Joel ben Jizchak Eisek KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3532'>hha-3532</a>,9.950545,53.549373,1743,,,7012310,Priesterhände,Mann
Awraham Jaakow ben Jirmijahu Mosche Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2678'>hha-2678</a>,9.950545,53.549373,1743,,,7012310,Priesterhände,Mann
Mosche ben Elieser KaZ Schapira,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2710'>hha-2710</a>,9.950545,53.549373,1743,,,7012310,Priesterhände,Mann
Issachar Awraham ben Meschullam Sissel KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3503'>hha-3503</a>,9.950545,53.549373,1744,,,7012310,Priesterhände,Mann
Jaakow Koppel ben Mosche KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-875'>hha-875</a>,9.950545,53.549373,1745,,,7012310,Priesterhände,Mann
Awraham Naftali Hirz ben Baruch Bendit KaZ Schiff,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2612'>hha-2612</a>,9.950545,53.549373,1746,,,7012310,Priesterhände,Mann
Schmuel ben Eisek KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1387'>hha-1387</a>,9.950545,53.549373,1746,,,7012310,Priesterhände,Mann
Mosche ben Naftali Hirz KaZ Schiff,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2573'>hha-2573</a>,9.950545,53.549373,1747,,,7012310,Priesterhände,Mann
Elieser Lipman ben Jaakow Kohen Hannover,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1726'>hha-1726</a>,9.950545,53.549373,1747,,,7012310,Priesterhände,Mann
Schmuel Bonem Efraim ben Josef Deiern Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3460'>hha-3460</a>,9.950545,53.549373,1747,,,7012310,Priesterhände,Mann
Izek ben Löb Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3833'>hha-3833</a>,9.950545,53.549373,1748,,,7012310,Priesterhände,Mann
Mosche ben Izek KaZ Forell,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3831'>hha-3831</a>,9.950545,53.549373,1749,,,7012310,Priesterhände,Mann
Meir ben Jehuda KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3837'>hha-3837</a>,9.950545,53.549373,1749,,,7012310,Priesterhände,Mann
Aharon Mosche ben Chajim Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4071'>hha-4071</a>,9.950545,53.549373,1752,,,7012310,Priesterhände,Mann
Juspa KaZ ben Feiwesch KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4065'>hha-4065</a>,9.950545,53.549373,1752,,,7012310,Priesterhände,Mann
Hirsch ben Chajim Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3720'>hha-3720</a>,9.950545,53.549373,1754,,,7012310,Priesterhände,Mann
Awraham ben Mosche Schiff Hameln KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-889'>hha-889</a>,9.950545,53.549373,1756,,,7012310,Priesterhände,Mann
Hirz Mosche ben Bendit KaZ Schiff,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-317'>hha-317</a>,9.950545,53.549373,1757,,,7012310,Priesterhände,Mann
Josef Juspa ben Mordechai,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2158'>hha-2158</a>,9.950545,53.549373,1758,,,7012310,Priesterhände,Mann
Anschel ben Meir KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3656'>hha-3656</a>,9.950545,53.549373,1758,,,7012310,Priesterhände,Mann
Feiwesch ben Seligman Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3134'>hha-3134</a>,9.950545,53.549373,1758,,,7012310,Priesterhände,Mann
Meir Josef ben Israel Kowrien KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2257'>hha-2257</a>,9.950545,53.549373,1759,,,7012310,Priesterhände,Mann
Eljakum Getschlik ben Jehuda Löb Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-1724'>hha-1724</a>,9.950545,53.549373,1760,,,7012310,Priesterhände,Mann
Gerschon ben Mendel Hannover KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-645'>hha-645</a>,9.950545,53.549373,1760,,,7012310,Priesterhände,Mann
Wolf ben Mosche KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2244'>hha-2244</a>,9.950545,53.549373,1761,,,7012310,Priesterhände,Mann
Meir Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-505'>hha-505</a>,9.950545,53.549373,1762,,,7012310,Priesterhände,Mann
Chajim ben Levi Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4084'>hha-4084</a>,9.950545,53.549373,1768,,,7012310,Priesterhände,Mann
Löb ben Bendit Schiff KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4509'>hha-4509</a>,9.950545,53.549373,1769,,,7012310,Priesterhände,Mann
Salman ben Meir Schiff KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4450'>hha-4450</a>,9.950545,53.549373,1769,,,7012310,Priesterhände,Mann
Jaakow ben David Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4024'>hha-4024</a>,9.950545,53.549373,1770,,,7012310,Priesterhände,Mann
Juspa Aharon ben David Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4023'>hha-4023</a>,9.950545,53.549373,1770,,,7012310,Priesterhände,Mann
Awraham ben Chajim Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4002'>hha-4002</a>,9.950545,53.549373,1770,,,7012310,Priesterhände,Mann
Jirmijahu Mosche ben Meir Storm KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4505'>hha-4505</a>,9.950545,53.549373,1771,,,7012310,Priesterhände,Mann
Israel Melamed KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4392'>hha-4392</a>,9.950545,53.549373,1774,,,7012310,Priesterhände,Mann
Josef ben Gawriel KaZ aus Deiern,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-2991'>hha-2991</a>,9.950545,53.549373,1777,,,7012310,Priesterhände,Mann
Manes ben Meir Sturm,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3135'>hha-3135</a>,9.950545,53.549373,1781,,,7012310,Priesterhände,Mann
Meir ben Wolf Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-411'>hha-411</a>,9.950545,53.549373,1781,,,7012310,Priesterhände,Mann
Perez ben Meir KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-496'>hha-496</a>,9.950545,53.549373,1782,,,7012310,Priesterhände,Mann
Jaakow ben Mosche KaZ F(ries)l(änder),Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-795'>hha-795</a>,9.950545,53.549373,1782,,,7012310,Priesterhände,Mann
Josef Juspa Jizchak ben Eli KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-817'>hha-817</a>,9.950545,53.549373,1784,,,7012310,Priesterhände,Mann
Schmuel ben Menke KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-575'>hha-575</a>,9.950545,53.549373,1785,,,7012310,Priesterhände,Mann
Kosman ben Schimschon KaZ Emden,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-589'>hha-589</a>,9.950545,53.549373,1785,,,7012310,Priesterhände,Mann
Schlomo Salman ben Schimon KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-329'>hha-329</a>,9.950545,53.549373,1785,,,7012310,Priesterhände,Mann
Mosche Josef ben Getschlik Hakohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-770'>hha-770</a>,9.950545,53.549373,1785,,,7012310,Priesterhände,Mann
Natan ben Ber KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-792'>hha-792</a>,9.950545,53.549373,1786,,,7012310,Priesterhände,Mann
Salman ben Josef Deiern KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3970'>hha-3970</a>,9.950545,53.549373,1787,,,7012310,Priesterhände,Mann
Mosche ben Jaakow Koppel KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-189'>hha-189</a>,9.950545,53.549373,1787,,,7012310,Priesterhände,Mann
Bendit ben Berman KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-9131'>hha-9131</a>,9.950545,53.549373,1788,,,7012310,Priesterhände,Mann
Löb ben Meir KaZ F(rie)s(länder),Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-244'>hha-244</a>,9.950545,53.549373,1792,,,7012310,Priesterhände,Mann
Baruch Aharon ben Hirz Schiff Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-3078'>hha-3078</a>,9.950545,53.549373,1794,,,7012310,Priesterhände,Mann
Meir Aharon Hakohen ben Wolf Kohen,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-123'>hha-123</a>,9.950545,53.549373,1796,,,7012310,Priesterhände,Mann
Jehuda Jaakow Löb ben Getschlik KaZ,Hamburg-Altona,<a href='http://steinheim-institut.de/cgi-bin/epidat?id=hha-4844'>hha-4844</a>,9.950545,53.549373,1799,,,7012310,Priesterhände,Mann
